"Honorific.Title","First.Name","Last.Name","Constituency","Province...Territory","Political.Affiliation","Start.Date","End.Date","DirectWebPage","MP_at","Rols","Email","Website","HillOfficeAddressInfo","HillOfficePhoneFaxInfo","MainOfficeAddressInfo","MainOfficePhoneFaxInfo"
"Hon.","Soraya","Martinez Ferrada","Hochelaga","Quebec","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/soraya-martinez-ferrada(104756)","Hochelaga, Quebec
","Minister of Tourism
                        Minister responsible for the Economic Development Agency of Canada for the Regions of Quebec
","Soraya.MartinezFerrada@parl.gc.ca","http://sorayamartinezferrada.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-947-4576
                    Fax: 613-947-4579
                ","
                    Main office -  Montréal 
                    2030 Pie-IX Blvd 
Suite 225 
                    Montréal, Quebec 
                    H1V 2C8 ","
                    Telephone:  514-283-2655 
Fax:  514-283-6485 "
"","Brian","Masse","Windsor West","Ontario","NDP","2021-09-20 12:00:00 AM",NA,"/members/en/brian-masse(9137)","Windsor West, Ontario
","
                INDUStanding Committee on Industry and Technology
            
            
                SINDSubcommittee on Agenda and Procedure of the Standing Committee on Industry and Technology
            
    ","brian.masse@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-1541
                    Fax: 613-992-5397
                ","
                    Main office -  Windsor 
                    1481 Ouellette Avenue 
                    Windsor, Ontario 
                    N8X 1K1 ","
                    Telephone:  519-255-1631 
Fax:  519-255-7913 "
"","Lindsay","Mathyssen","London—Fanshawe","Ontario","NDP","2021-09-20 12:00:00 AM",NA,"/members/en/lindsay-mathyssen(105221)","London—Fanshawe, Ontario
","Member of the Subcommittee on Review of Parliament’s involvement with associations and recognized Interparliamentary groups 
                        Deputy House leader of the New Democratic Party
                        Member of the Joint Interparliamentary Council
","Lindsay.Mathyssen@parl.gc.ca","http://lindsaymathyssen.ndp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-2901
                    Fax: 613-943-8717
                ","
                    Main office -  London 
                    1700 Dundas Street 
Unit D 
                    London, Ontario 
                    N5W 3C9 ","
                    Telephone:  519-685-4745 
Fax:  519-685-1462 "
"","Bryan","May","Cambridge","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/bryan-may(71599)","Cambridge, Ontario
","Parliamentary Secretary to the Minister of Small Business and to the Minister responsible for the Federal Economic Development Agency for Southern Ontario
","bryan.may@parl.gc.ca","http://bryanmay.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-1307
                    Fax: 613-996-8340
                ","
                    Main office -  Cambridge 
                    534 Hespeler Road 
Suite A4 
                    Cambridge, Ontario 
                    N1R 6J7 ","
                    Telephone:  519-624-7440 
Fax:  519-624-3517 "
"","Elizabeth","May","Saanich—Gulf Islands","British Columbia","Green Party","2021-09-20 12:00:00 AM",NA,"/members/en/elizabeth-may(2897)","Saanich—Gulf Islands, British Columbia
","Parliamentary Secretary to the Minister of Small Business and to the Minister responsible for the Federal Economic Development Agency for Southern Ontario
","elizabeth.may@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-1119
                    Fax: 613-996-0850
                ","
                    Main office -  Sidney 
                    9711 Fourth Street
 
Suite 1 
                    Sidney, British Columbia 
                    V8L 2Y8 ","
                    Telephone:  250-657-2000 
Fax:  250-657-2004 "
"","Dan","Mazier","Dauphin—Swan River—Neepawa","Manitoba","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/dan-mazier(3306)","Dauphin—Swan River—Neepawa, Manitoba
","
                ENVIStanding Committee on Environment and Sustainable Development
            
    ","Dan.Mazier@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-3176
                    Fax: 613-992-0930
                ","
                    Main office -  Dauphin 
                    1450 Main Street South 
Unit 22C 
                    Dauphin, Manitoba 
                    R7N 3H4 ","
                    Telephone:  1-877-405-8946 "
"","Kelly","McCauley","Edmonton West","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/kelly-mccauley(89179)","Edmonton West, Alberta
","
                OGGOStanding Committee on Government Operations and Estimates
            
            
                SOGGSubcommittee on Agenda and Procedure of the Standing Committee on Government Operations and Estimates
            
    ","kelly.mccauley@parl.gc.ca","http://kellymccauley.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-0978
                    Fax: 613-992-1011
                ","
                    Main office -  Edmonton 
                    10471 - 178 Street 
Suite 104-105 
                    Edmonton, Alberta 
                    T5S 1R5 ","
                    Telephone:  780-392-2515 
Fax:  780-392-2519 "
"","Ken","McDonald","Avalon","Newfoundland and Labrador","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/ken-mcdonald(88283)","Avalon, Newfoundland and Labrador
","
                FOPOStanding Committee on Fisheries and Oceans
            
            
                SFOPSubcommittee on Agenda and Procedure of the Standing Committee on Fisheries and Oceans
            
    ","ken.mcdonald@parl.gc.ca","http://kenmcdonald.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-4133
                    Fax: 613-992-7277
                ","
                    Main office -  Conception Bay South 
                    120 Conception Bay Highway 
Suite 105 
                    Conception Bay South, Newfoundland and Labrador 
                    A1W 3A6 ","
                    Telephone:  709-834-3424 
Fax:  709-834-3628 "
"Hon.","David","McGuinty","Ottawa South","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/david-j-mcguinty(9486)","Ottawa South, Ontario
","Chair of the National Security and Intelligence Committee of Parliamentarians
                        Member of the Joint Interparliamentary Council
","david.mcguinty@parl.gc.ca","http://davidmcguinty.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-3269
                    Fax: 613-995-1534
                ","
                    Main office -  Ottawa 
                    1883 Bank Street 
Unit A 
                    Ottawa, Ontario 
                    K1V 7Z9 ","
                    Telephone:  613-990-8640 
Fax:  613-990-2592 "
"Hon.","John","McKay","Scarborough—Guildwood","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/john-mckay(957)","Scarborough—Guildwood, Ontario
","
                NDDNStanding Committee on National Defence
            
            
                SNDDSubcommittee on Agenda and Procedure of the Standing Committee on National Defence
            
    ","john.mckay@parl.gc.ca","http://johnmckay.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1447
                    Fax: 613-992-8968
                ","
                    Main office -  Scarborough 
                    3785 Kingston Road 
Suite 10 
                    Scarborough, Ontario 
                    M1J 3H4 ","
                    Telephone:  416-283-1226 
Fax:  416-283-7935 "
"","Ron","McKinnon","Coquitlam—Port Coquitlam","British Columbia","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/ron-mckinnon(59293)","Coquitlam—Port Coquitlam, British Columbia
","
                SECUStanding Committee on Public Safety and National Security
            
    ","ron.mckinnon@parl.gc.ca","http://ronmckinnon.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-9650
                    Fax: 613-992-9868
                ","
                    Main office -  Port Coquitlam 
                    3278 Westwood Street 
Suite 101 
                    Port Coquitlam, British Columbia 
                    V3C 3L8 ","
                    Telephone:  604-927-1080 
Fax:  604-927-1084 "
"","Greg","McLean","Calgary Centre","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/greg-mclean(105623)","Calgary Centre, Alberta
","
                CIMMStanding Committee on Citizenship and Immigration
            
    ","greg.mclean@parl.gc.ca","http://www.gregmcleanmp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-1561
                    Fax: 613-995-1862
                ","
                    Main office -  Calgary 
                    1414 - 8th Street S.W. 
Unit 445 
                    Calgary, Alberta 
                    T2R 1J6 ","
                    Telephone:  403-244-1880 
Fax:  403-245-3468 "
"","Michael","McLeod","Northwest Territories","Northwest Territories","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/michael-v-mcleod(89374)","Northwest Territories
","
                INANStanding Committee on Indigenous and Northern Affairs
            
    ","michael.mcleod@parl.gc.ca","http://michaelmcleod.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-4587
                    Fax: 613-992-1586
                ","
                    Main office -  Yellowknife 
                    5109 - 48th Street 
Suite 114 
                    Yellowknife, Northwest Territories 
                    X1A 1N5 ","
                    Telephone:  867-873-6995 
Fax:  867-920-4233 "
"","Heather","McPherson","Edmonton Strathcona","Alberta","NDP","2021-09-20 12:00:00 AM",NA,"/members/en/heather-mcpherson(105689)","Edmonton Strathcona, Alberta
","Member of the panel of chairs for the legislative committees
                        Deputy whip of the New Democratic Party
","Heather.McPherson@parl.gc.ca","http://heathermcpherson.ndp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-7325
                    Fax: 613-995-5342
                ","
                    Main office -  Edmonton 
                    10045 - 81st Avenue 
                    Edmonton, Alberta 
                    T6E 1W7 ","
                    Telephone:  780-495-8404 
Fax:  780-495-8403 "
"","Eric","Melillo","Kenora","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/eric-melillo(105186)","Kenora, Ontario
","
                SECUStanding Committee on Public Safety and National Security
            
    ","Eric.Melillo@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-1161
                    Fax: 613-996-1759
                ","
                    Main office -  Kenora 
                    308 Second Street South 
Unit 19 
                    Kenora, Ontario 
                    P9N 1G4 ","
                    Telephone:  807-468-2170 
Fax:  807-468-4896 "
